id,item_type,price,color,image_URL,fit,occasion,brand,pattern,fabric,length
,track-pants,599,Blue,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2463359/2018/7/9/4fb3377d-1bfd-47e9-a2cf-217da6abea6a1531125902363-Mast--Harbour-Blue-And-Grey-Joggers-241531125901232-1.jpg",Slim Fit,Casual,Mast & Harbour,None,Cotton,Regular
,track-pants,1379,Blue,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1977521/2017/6/22/11498127236547-Puma-Men-Track-Pants-5621498127236262-1.jpg",Straight Fit,Sports,Puma,None,Polyester,Regular
,track-pants,749,Olive,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8072433/2019/2/4/c916abac-32b6-42c0-8f26-43640f2a4d9a1549284968488-HRX-Active-by-Hrithik-Roshan-Men-Olive-Green-Solid-Joggers-7-1.jpg",Straight Fit,Sports,HRX by Hrithik Roshan,None,Cotton,Regular
,track-pants,749,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/6791051/2019/1/4/ce51bb49-99ee-45bc-a13d-b75ca51b14751546599279916-HRX-by-Hrithik-Roshan-Men-Track-Pants-9891546599278727-1.jpg",Straight Fit,Sports,HRX by Hrithik Roshan,None,Cotton,Regular
,track-pants,839,Blue,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7610391/2019/1/8/6ce422ad-731c-45de-972f-89834b6d50151546937952982-HRX-Active-by-Hrithik-Roshan-Men-Blue-Solid-Rapid-dry-Runnin-1.jpg",Straight Fit,Sports,HRX by Hrithik Roshan,None,Polyester,Regular
,track-pants,849,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7224487/2019/2/12/7d5316ce-bb9a-493c-86f6-1f9d411fbd1e1549970698865-HRX-by-Hrithik-Roshan-Men-Black-Printed-Track-Pants-19715499-1.jpg",Straight Fit,Casual,HRX by Hrithik Roshan,None,Cotton,Regular
,track-pants,999,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1898597/2017/6/7/11496833166445-Jockey-Men-Track-Pants-4381496833166242-1.jpg",Slim Fit,Casual,Jockey,None,Cotton,Regular
,track-pants,3695,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7616664/2018/12/7/f2486ab3-2b30-4ee2-89a0-4a3ec49405fc1544167661330-Nike-Grey-AS-M-NK-THRMA-PANT-PX-30-Track-Pant-13215441676593-1.jpg",Straight Fit,Sports,Nike,None,Polyester,Regular
,track-pants,2029,Navy Blue,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7493941/2019/1/21/5bc56d42-386c-4662-a17e-15078fc903941548072029601-Tommy-Hilfiger-Men-Track-Pants-3941548072028041-1.jpg",Straight Fit,Casual,Tommy Hilfiger,None,Cotton,Regular
,track-pants,2339,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7101248/2018/9/28/7ffc3f91-c78a-44c6-bdbc-7537b9e0bfc91538113750726-Adidas-Men-Black-Real-Madrid-Icon-LIC-Football-Track-Pants-1901538113750661-1.jpg",Slim Fit,Sports,ADIDAS,None,Polyester,Regular
,track-pants,2796,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2364263/2018/1/12/11515757680343-Nike-Charcoal-Grey-AS-M-NK-DRY-PANT-TPR-HPRDRY-LT-Joggers-4521515757680157-1.jpg",Slim Fit,Sports,Nike,None,Viscose Rayon,Regular
,track-pants,1264,Blue,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/6621887/2018/12/21/a5ae6345-7cbf-4428-85f5-b391afc48f2a1545371182048-Zippered-Woven-Blue-Track-Pants-5361545371180973-1.jpg",Straight Fit,Sports,Puma,None,Cotton,Regular
,track-pants,559,Blue,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7115548/2018/12/13/028813e7-21a4-4dc8-a2d8-34f02556a7161544675547181-HRX-by-Hrithik-Roshan-Men-Track-Pants-3461544675546002-1.jpg",Straight Fit,Sports,HRX by Hrithik Roshan,None,Cotton,Regular
,track-pants,1019,Maroon,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7224485/2019/2/12/5863587f-4ce6-4151-9075-b51feef215091549970689426-HRX-by-Hrithik-Roshan-Men-Maroon-Solid-Joggers-5531549970688-1.jpg",Slim Fit,Sports,HRX by Hrithik Roshan,None,Cotton,Regular
,track-pants,524,Navy Blue,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2493692/2018/2/16/11518775791105-Maniac-Mens-Solid-Navy-Blue-Cotton-Jogger-5581518775790841-1.jpg",Slim Fit,Casual,Maniac,None,Cotton,Regular
,track-pants,799,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/5634383/2018/9/11/577de9fd-19de-4adf-a076-870d3140ffe71536655567873-Mast--Harbour-Men-Grey-Regular-Fit-Solid-Joggers-1601536655567602-1.jpg",Straight Fit,Casual,Mast & Harbour,None,Polyester,Regular
,track-pants,2249,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7033483/2018/8/8/97e192b4-d994-430d-ab22-9280bba49b0e1533712610376-Puma-Men-Track-Pants-1441533712610210-1.jpg",Straight Fit,Sports,Puma,None,Cotton,Regular
,track-pants,1819,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7473522/2018/11/29/e0c0ed64-9a34-4c44-b8dd-3dbe611655b51543475121148-Puma-Men-Black-Printed-OversizeLogoPant-Joggers-217154347511-1.jpg",Straight Fit,Sports,Puma,None,Cotton,Regular
,track-pants,559,Blue,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/4438690/2018/5/15/74040f26-575e-42de-9c13-0a43050996c91526384325624-Club-York-Blue-Jogger-Track-Pants-3451526384325416-1.jpg",Straight Fit,Casual,Club York,None,Cotton,Regular
,track-pants,598,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/5525025/2018/4/26/11524732936140-NEVA-Grey-Solid-Track-Pants-8451524732935921-1.jpg",Straight Fit,Casual,NEVA,None,Cotton,Regular
,track-pants,1574,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7575494/2018/10/8/3be10db1-3a1a-48d3-8f5f-b6925f66a4dc1538981004711-Puma-Mens-Grey-Slim-Fit-Joggers-6621538981004537-1.jpg",Slim Fit,Sports,Puma,None,Cotton,Regular
,track-pants,849,Olive,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7610370/2019/2/4/d385bfe2-d4b2-4f97-be51-6c9209047f921549276041609-HRX-by-Hrithik-Roshan-Men-Olive-Green-Running-Joggers-961549-1.jpg",Straight Fit,Sports,HRX by Hrithik Roshan,None,Polyester,Regular
,track-pants,779,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7111810/2018/8/25/8da2d492-d1f8-4e3d-b5d0-c6bd83739e471535177554639-2GO-Men-Black-Solid-GO-DRY-Track-Pant-8611535177553207-1.jpg",Straight Fit,Sports,2GO,None,Polyester,Regular
,track-pants,879,Navy Blue,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/5634407/2018/9/11/877001db-6a64-4494-95cc-1202b7b171271536655258961-Mast--Harbour-Men-Navy-Blue-Regular-Fit-Solid-Joggers-5511536655258758-1.jpg",Straight Fit,Casual,Mast & Harbour,None,Polyester,Regular
,track-pants,1086,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7319043/2018/12/15/c3349dc1-1cb6-4da8-ae55-dc6bcbc521001544856030883-United-Colors-of-Benetton-Men-Grey-Melange-Solid-Joggers-250-1.jpg",Straight Fit,Casual,United Colors of Benetton,None,Cotton,Regular
,track-pants,959,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8460147/2019/1/22/edb90235-219e-4b9d-8e4e-544a8f2d45af1548155590787-SKULT-By-Shahid-Kapoor-Mens-Black-Joggers-5761548155589684-1.jpg",Slim Fit,Casual,SKULT by Shahid Kapoor,None,Cotton,Regular
,track-pants,2195,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/6814148/2018/7/16/ea9c98ae-cba4-4a3d-b54f-dc5cc4425a921531723661926-Nike-Men-Black-AS-M-NK-PANT-EPIC-KNIT-Solid-Training-Track-P-1.jpg",Straight Fit,Sports,Nike,None,Polyester,Regular
,track-pants,1999,Navy Blue,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7473761/2018/11/6/376272ec-a470-447c-b079-ddbe8ec3ad4b1541481390193-Puma-Men-Track-Pants-4951541481388876-1.jpg",Slim Fit,Sports,Puma,None,Polyester,Regular
,track-pants,879,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/5634375/2018/10/25/abc01196-b043-46c1-9103-99f30d600db51540458331241-Mast--Harbour-Men-Grey-Slim-Fit-Solid-Joggers-2611540458331105-1.jpg",Slim Fit,Casual,Mast & Harbour,None,Polyester,Regular
,track-pants,779,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7610380/2019/1/22/35338113-f5b2-4b05-ac05-58fa75caa0231548166385433-HRX-by-Hrithik-Roshan-Men-Track-Pants-1781548166384251-1.jpg",Straight Fit,Sports,HRX by Hrithik Roshan,None,Polyester,Regular
,track-pants,949,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2399714/2019/1/16/9036e38f-d367-4eeb-b1e5-86654acdaf3d1547632584321-Kook-N-Keech-Disney-Men-Grey-Printed-Joggers-505154763258256-1.jpg",Straight Fit,Casual,Kook N Keech Disney,None,Polyester,Regular
,track-pants,849,White,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7610374/2019/1/22/30ee34a3-be28-4bc8-96c0-ba34bdc6919d1548166359786-HRX-by-Hrithik-Roshan-Men-Track-Pants-9831548166358704-1.jpg",Straight Fit,Sports,HRX by Hrithik Roshan,None,Polyester,Regular
,track-pants,959,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2384974/2018/2/1/11517486814878-2GO-Men-Black-Running-Slim-Fit-Track-pant-9081517486814578-1.jpg",Slim Fit,Sports,2GO,None,Polyester,Regular
,track-pants,899,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7214508/2019/1/22/48e866a3-e885-4e3a-a3a3-84e2e080b9b61548166416290-HRX-by-Hrithik-Roshan-Men-Track-Pants-2791548166414996-1.jpg",Straight Fit,Sports,HRX by Hrithik Roshan,None,Polyester,Regular
,track-pants,659,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/5395389/2018/4/30/11525071852250--HERENOW-Men-Grey-Solid-Straight-Fit-Joggers-2081525071852087-1.jpg",Straight Fit,Casual,HERE&NOW,None,Cotton,Regular
,track-pants,1299,Navy Blue,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/6632676/2019/2/14/203d408c-9dbb-4730-bdee-e69fac96ebea1550125625551-Kook-N-Keech-Marvel-Men-Navy-Blue-Solid-Joggers-223155012562-1.jpg",Straight Fit,Sports,Kook N Keech Disney,None,Polyester,Regular
,track-pants,799,Red,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/4379925/2018/4/25/11524650385659-Kook-N-Keech-Red-Printed-Joggers-6611524650385461-1.jpg",Straight Fit,Sports,Kook N Keech,None,Cotton,Regular
,track-pants,3749,Navy Blue,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7101229/2018/9/29/9ef8ce0a-645b-4e85-9e80-232026a66e201538225045854-Adidas-Men-Navy-Blue-WO-PA-Climacool-Joggers-2041538225045676-1.jpg",Straight Fit,Sports,ADIDAS Originals,None,Polyester,Regular
,track-pants,539,Blue,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/851928/2015/10/1/11443685287813-Kook-N-Keech-Blue-Melange-Track-Pants-751443685287051-1.jpg",Straight Fit,Casual,Kook N Keech,None,Cotton,Regular
,track-pants,1689,Green,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7746450/2018/12/13/9c289b7c-eb99-48eb-9bb0-5f517c3924aa1544696806811--ASICS-Men-Green-Solid-STRETCH-WOVEN-Joggers-577154469680592-1.jpg",Straight Fit,Sports,ASICS,None,Polyester,Regular
,track-pants,714,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2384970/2018/2/1/11517486795327-2GO-Men-Black-Running-Slim-Fit-Track-pant-8291517486795262-1.jpg",Slim Fit,Sports,2GO,None,Polyester,Regular
,track-pants,599,White,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2325435/2018/3/20/11521547410390-ether-Men-White-Regular-Fit-Solid-Joggers-5871521547410211-1.jpg",Straight Fit,Casual,ether,None,Polyester,Regular
,track-pants,899,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1411548/2018/8/16/e014ccff-134e-4895-869b-f3bdad9c9f3b1534423555894-Punisher-by-KNK-Grey-Melange-Printed-Track-Pants-33215344235-1.jpg",Straight Fit,Casual,Punisher,None,Cotton,Regular
,track-pants,839,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1726625/2017/5/3/11493784542818-2GO-Black-Track-Pants-6101493784542605-1.jpg",Straight Fit,Casual,2GO,None,Polyester,Regular
,track-pants,2299,Blue,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7244457/2018/12/18/55bc1581-1a92-4cf6-aa36-81876cc553f61545113126694-Reebok-REEBOK-ATH-WOVEN-PANT-Men-Track-Pants-739154511312539-1.jpg",Straight Fit,Sports,Reebok,None,Polyester,Regular
,track-pants,799,Olive,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/6833355/2018/12/14/c5f06210-451a-4a18-b2a0-59aa80f2788b1544770684051-HRX-by-Hrithik-Roshan-Olive-Green-Track-Pants-46515447706822-1.jpg",Straight Fit,Sports,HRX by Hrithik Roshan,None,Polyester,Regular
,track-pants,899,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8072397/2019/2/12/291b9a2f-251f-419c-92f0-d19473338dd21549965725731-HRX-by-Hrithik-Roshan-Men-Grey-Solid-Track-Pants-71215499657-1.jpg",Straight Fit,Sports,HRX by Hrithik Roshan,None,Polyester,Regular
,track-pants,1399,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7798315/2018/11/27/04e9a06d-2d05-46c0-9e5e-580043a702731543322042875-FUGAZEE-Men-Black-Solid-Slim-Fit-Trackpants-9291543322041588-1.jpg",Slim Fit,Casual,FUGAZEE,None,Polyester,Regular
,track-pants,2499,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2018/10/12/8c2446ff-84ef-4a56-8200-c3b469cad9de1539363259941-1.jpg",Slim Fit,Casual,Puma,None,Blended,Regular
,track-pants,749,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2125666/2018/1/2/11514872800429-Harvard-Black-Joggers-4961514872800337-1.jpg",Straight Fit,Sports,Harvard,None,Cotton,Regular
,track-pants,629,Olive,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2018/12/21/d15f77cc-81c9-4802-8724-9aef1b02d2591545357427904-1.jpg",Straight Fit,Casual,Free Authority,None,Cotton,Regular
,track-pants,549,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7408870/2018/9/25/b4dc0a42-ed86-4bdb-bf8a-0c959dea8e7a1537866075162-Hubberholme-Men-Black-Striped-Detail-Joggers-5201537866074946-1.jpg",Slim Fit,Sports,Hubberholme,None,Cotton,Regular
,track-pants,559,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/4438697/2018/3/30/11522402239638-Club-York-Mens-Grey-solid-track-pant-has-side-contrast-boon-6061522402239508-1.jpg",Straight Fit,Casual,Club York,None,Cotton,Regular
,track-pants,549,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7408883/2018/9/25/83ebf6dc-16d0-42f8-b818-ce414ea01d7a1537874382183-Hubberholme-Men-Charcoal-Grey-Solid-Slim-Fit-Joggers-3511537874382060-1.jpg",Slim Fit,Sports,Hubberholme,None,Cotton,Regular
,track-pants,639,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/6791069/2018/11/7/ac9a7997-da8a-498f-a7c6-42e77f7572551541586518916-HRX-by-Hrithik-Roshan-Men-Track-Pants-9591541586516903-1.jpg",Straight Fit,Sports,HRX by Hrithik Roshan,None,Cotton,Regular
,track-pants,799,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/6833349/2018/12/19/0150d7cb-2178-4be5-8ca3-92005f84fc951545204837462-HRX-by-Hrithik-Roshan-Men-Track-Pants-1341545204836103-1.jpg",Straight Fit,Casual,HRX by Hrithik Roshan,None,Blended,Regular
,track-pants,449,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7431260/2018/9/19/4709b500-a1db-482e-9b68-6915436498221537353065386-Batman-By-Free-Authority-Men-Black-Solid-Joggers-79115373530-1.jpg",Slim Fit,Casual,Free Authority,None,Cotton,Regular
,track-pants,1621,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8101773/2018/12/19/ee4630bb-5a03-4ac7-8387-5011f3d449171545204919361-Nike-Men-Charcoal-Grey-Nsw-Oh-Wvn-Season-Track-Pants-5115452-1.jpg",Straight Fit,Casual,Nike,None,Polyester,Regular
,track-pants,899,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7769385/2018/11/12/60733221-d7fd-4ec2-b597-e7dcde9b3d0c1542012160783-Roman-8631542012160590-1.jpg",Straight Fit,Sports,bigbanana,None,Polyester,Regular
,track-pants,2469,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7473760/2018/12/19/3c8e4e44-21a7-4bb0-9f70-395d9d9574941545222482064-Puma-Men-Track-Pants-4961545222481118-1.jpg",Slim Fit,Sports,Puma,None,Polyester,Regular
,track-pants,999,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/5634413/2018/10/25/b75d11c9-e659-48a6-8ff9-affd761abf551540458925558-Mast--Harbour-Men-Charcoal-Grey-Slim-Fit-Solid-Track-Pants-4941540458925245-1.jpg",Slim Fit,Sports,Mast & Harbour,None,Polyester,Regular
,track-pants,759,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1411550/2019/1/17/f4a250a4-fa0c-4a5e-b0bf-654d8e7624b11547696922894-Punisher-by-KNK-Black-Printed-Track-Pants-4541547696921495-1.jpg",Slim Fit,Sports,Punisher,None,Cotton,Regular
,track-pants,1559,Blue,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7822627/2018/11/30/2f3bfb2f-48c7-47f6-8813-26e32e6d9e031543554653541-Wildcraft-Men-Blue-Solid-Track-Pants-1031543554653403-1.jpg",Straight Fit,Casual,Wildcraft,None,Cotton,Regular
,track-pants,799,Navy Blue,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7084103/2018/10/17/10719eb5-fd67-4f5b-b453-4bea0d123b971539774483362-ether-Men-Navy-Blue-Regular-Fit-Solid-Joggers-46515397744808-1.jpg",Straight Fit,Casual,ether,None,Polyester,Regular
,track-pants,999,Blue,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/5523202/2018/10/29/ca037648-7700-4180-b25d-575e5b1a156a1540798831166-HRX-by-Hrithik-Roshan-Men-Track-Pants-4771540798831006-1.jpg",Straight Fit,Sports,HRX by Hrithik Roshan,None,Polyester,Regular
,track-pants,759,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/image/style/properties/696689/Kook-N-Keech-Marvel-Dark-Grey-Melange-Track-Pants_1_c024fbc51fea3bca3e731bc39d9d0469.jpg",Sports,Kook N Keech Marvel,None,None,,
,track-pants,719,Blue,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1085551/2016/8/2/11470135325627-Kook-N-Keech-Blue-Printed-Track-Pants-8571470135325368-1.jpg",Casual,Kook N Keech,None,None,,
,track-pants,719,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1085552/2016/7/27/11469597046582-Kook-N-Keech-Disney-Black-Printed-Jogger-Track-Pants-1941469597046043-1.jpg",Casual,Kook N Keech Disney,None,None,,
,track-pants,1019,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8460179/2019/1/22/819898ee-e475-4b8a-9ec8-90e8bd95d1c81548153081699-SKULT-By-Shahid-Kapoor-Mens-BLACK-Joggers-4191548153080824-1.jpg",Slim Fit,Casual,SKULT by Shahid Kapoor,None,Cotton,Regular
,track-pants,493,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2034719/2017/8/21/11503313112007-Hubberholme-Black-Track-Pants-3461503313111711-1.jpg",Slim Fit,Sports,Hubberholme,None,Blended,Regular
,track-pants,1749,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7033433/2018/8/8/f109a8bf-982e-48f8-b96c-233638f9a52d1533717517367-Puma-Men-Black-Solid-Classics-MCS-Track-Pants-601533717517157-1.jpg",Straight Fit,Casual,Puma,None,Polyester,Regular
,track-pants,799,Navy Blue,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2387971/2018/6/11/e5878aa9-7193-45f9-b3cb-b050a8d84ca81528701921248-Kook-N-Keech-Men-Track-Pants-7551528701921112-1.jpg",Straight Fit,Casual,Kook N Keech,None,Cotton,Regular
,track-pants,749,Navy Blue,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7115564/2018/12/12/d90e8342-531d-497e-b6f1-a7420af7c1951544614309342-HRX-by-Hrithik-Roshan-Men-Track-Pants-9361544614307230-1.jpg",Straight Fit,Sports,HRX by Hrithik Roshan,None,Cotton,Regular
,track-pants,959,Burgundy,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/6632692/2018/12/14/5665e650-4f83-4d7b-9c05-f5be1a7fa9cd1544786061668-Kook-N-Keech-Disney-Men-Track-Pants-1511544786060213-1.jpg",Straight Fit,Casual,Kook N Keech Disney,None,Cotton,Regular
,track-pants,899,Olive,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/6958263/2019/1/22/0a8a14cc-7d74-427d-94e3-8429e6eb05521548158819564-SKULT-by-Shahid-Kapoor-Men-Olive-Green-Slim-Fit-Solid-Drop-C-1.jpg",Slim Fit,Casual,SKULT by Shahid Kapoor,None,Cotton,Regular
,track-pants,1724,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7748784/2018/12/14/edcc7f87-f5be-4c05-98b2-21996fcb94541544788357178-Puma-Men-Charcoal-Grey-Mens-Graphic-Printed-Joggers-65154478-1.jpg",Straight Fit,Sports,Puma,None,Cotton,Regular
,track-pants,1274,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7502505/2018/12/15/cbac1aa2-1d94-4f1e-a980-8a2a583811421544854353114-United-Colors-of-Benetton-Men-Track-Pants-9271544854351694-1.jpg",Straight Fit,Casual,United Colors of Benetton,None,Cotton,Regular
,track-pants,959,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8460119/2019/1/22/92c8021b-a2cb-41e8-bdfc-a9559ab23e571548152982317-SKULT-By-Shahid-Kapoor-Mens-BLACK-Joggers-9681548152981350-1.jpg",Slim Fit,Casual,SKULT by Shahid Kapoor,None,Cotton,Regular
,track-pants,2495,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2187547/2017/10/28/11509187017207-Nike-Grey-AS-M-NSW-PANT-OH-FLC-CLUB-Track-Pants-7571509187016981-1.jpg",Straight Fit,Sports,Nike,None,Cotton,Regular
,track-pants,1299,Blue,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/6542192/2018/10/29/ad9addd7-dc9a-49a0-a2bf-9632a54778611540811690103-Harvard-Men-Blue-Textured-Joggers-661540811689888-1.jpg",Straight Fit,Casual,Harvard,None,Polyester,Regular
,track-pants,959,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8460121/2019/1/22/062451d8-c495-47f2-adf3-5cc8eef2ea411548155562560-SKULT-By-Shahid-Kapoor-Mens-ANTHRABLACKWHITE-Joggers-4171548-1.jpg",Slim Fit,Casual,SKULT by Shahid Kapoor,None,Cotton,Regular
,track-pants,559,Navy Blue,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/4438701/2018/3/30/11522402251654-Club-York-Mens-navy-blue-solid-regular-fit-track-pant-3841522402251458-1.jpg",Straight Fit,Casual,Club York,None,Cotton,Regular
,track-pants,1099,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2167585/2017/10/9/11507554049263-Grey-Ombre-Distressed-Joggers-6171507554049063-1.jpg",Slim Fit,Casual,FUGAZEE,None,Cotton,Regular
,track-pants,749,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7115536/2018/12/20/9e773f7b-5740-48d0-9c92-f66d0291b3d91545301616308-HRX-by-Hrithik-Roshan-Men-Track-Pants-3181545301614237-1.jpg",Straight Fit,Sports,HRX by Hrithik Roshan,None,Cotton,Regular
,track-pants,559,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/4605893/2018/4/6/11523019527510-Club-York-Mens-black-solid-regular-fit-track-pant-4391523019527370-1.jpg",Straight Fit,Casual,Club York,None,Cotton,Regular
,track-pants,844,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7111825/2018/8/25/76aaac1d-13bb-4dc9-a341-ddec92b26a9d1535181075929-2GO-Men-Track-Pants-3781535181074158-1.jpg",Straight Fit,Sports,2GO,None,Polyester,Regular
,track-pants,679,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2310481/2018/2/14/11518603406349-Kook-N-Keech-Marvel-Black-Joggers-8821518603406235-1.jpg",Straight Fit,Casual,Kook N Keech Disney,None,Cotton,Regular
,track-pants,999,White,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/5634415/2018/10/25/41bd9ccd-78a9-4fab-aacd-67f613de1c321540447211443-Mast--Harbour-Men-Off-White-Slim-Fit-Solid-Joggers-2351540447211283-1.jpg",Slim Fit,Sports,Mast & Harbour,None,Cotton,Regular
,track-pants,1399,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2037402/2017/8/9/11502262570435-Slim-FitTapered-fit---cut-Loosely-around-the-thigh-and-tapered-from-the-knee-to-the-ankle-5121502262570214-1.jpg",Slim Fit,Sports,FUGAZEE,None,Cotton,Regular
,track-pants,879,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2384986/2018/2/1/11517481843915-2GO-Men-Black-Training-Track-Pant-161517481843815-1.jpg",Slim Fit,Sports,2GO,None,Cotton,Regular
,track-pants,899,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/6958224/2019/1/22/5696ac48-578b-43ca-a790-f5a63a2ffd731548152904002-SKULT-By-Shahid-Kapoor-Mens-black-Joggers-2271548152903156-1.jpg",Slim Fit,Casual,SKULT by Shahid Kapoor,None,Cotton,Regular
,track-pants,8249,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7748897/2018/12/14/3b90c3db-3ef8-4812-bd51-75b9c095c5941544790949125-Puma-Men-Track-Pants-2441544790948201-1.jpg",Straight Fit,Sports,Puma,None,Cotton,Regular
