id,item_type,price,color,image_URL,fit,occasion,brand,pattern,fabric,length
,trousers,779,Beige,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7177114/2018/8/17/8199764d-0ead-477a-95be-649d38a9b2c31534487620769-a-4271534487620589-1.jpg",Slim Fit,Casual,Red Tape,Solid,Cotton,Regular
,trousers,2399,Olive,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8583339/2019/2/15/afac6ce9-ea5f-407a-86bb-717476b739ce1550210295866-Allen-Solly-Men-Olive-Green-Custom-Regular-Fit-Solid-Regular-1.jpg",Regular Fit,Casual,Allen Solly,Solid,Viscose Rayon,Regular
,trousers,949,Navy,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7343613/2018/11/16/7333bfe3-8d47-41e4-a743-76057bb1266b1542352033978-Flying-Machine-Men-Navy-Blue-Slim-Fit-Solid-Joggers-2931542352033746-1.jpg",Slim Fit,Casual,Flying Machine,Solid,Viscose Rayon,Regular
,trousers,799,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2192716/2017/10/24/11508822197656-HIGHLANDER-Men-Trousers-9601508822197436-1.jpg",Slim Fit,Casual,HIGHLANDER,Solid,Cotton,Regular
,trousers,849,Charcoal,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7812479/2018/12/3/e9ad843c-bd9b-4904-8066-71e659b8e49a1543831086366-Allen-Solly-Men-Charcoal-Smart-Slim-Fit-Solid-Regular-Trouse-1.jpg",Slim Fit,Casual,Allen Solly,Solid,Viscose Rayon,Regular
,trousers,1429,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7148089/2018/10/5/f7d5322b-9ac0-40df-96a8-ae8edf0c44d41538724671465-US-Polo-Assn-Men-Black-Slim-Fit-Solid-Chinos-483153872467045-1.jpg",Slim Fit,Casual,U.S. Polo Assn.,Solid,Cotton,Regular
,trousers,1259,Navy,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/6832514/2018/11/22/80a41a7f-9963-4038-a461-c9c938dd7dff1542871558671-WROGN-Men-Navy-Blue-Regular-Fit-Jogger-Trousers-5021542871558518-1.jpg",Regular Fit,Casual,WROGN,Solid,Polyester,Regular
,trousers,1999,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8295491/2019/2/1/bd7aaa51-54da-447c-bc8f-77553227d1c61549024248248-Louis-Philippe-Men-Grey-Slim-Fit-Solid-Formal-Trousers-69415-1.jpg",Slim Fit,Formal,Louis Philippe,Solid,Polyester,Regular
,trousers,1439,Navy,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/6817882/2018/9/12/d9eb7dd1-a106-401f-abbc-39503e5670b71536755871264-Roadster-Men-Trousers-4691536755871134-1.jpg",Regular Fit,Casual,Roadster,Solid,Viscose Rayon,Regular
,trousers,1999,Beige,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8295359/2019/2/1/d2516028-b168-4266-858c-2c90c4642de41549021317686-Louis-Philippe-Sport-Men-Beige-Slim-Fit-Solid-Chinos-8451549-1.jpg",Slim Fit,Casual,Louis Philippe Sport,Solid,Viscose Rayon,Regular
,trousers,1199,Olive,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2145325/2018/1/19/11516344674087-Roadster-Men-Olive-Green--Beige-Regular-Fit-Printed-Cargos-5081516344673922-1.jpg",Slim Fit,Casual,Roadster,Camouflage,Viscose Rayon,Regular
,trousers,824,Teal,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/5711095/2018/5/24/0b4c219a-9355-4d5f-a277-8d49d04db99d1527160541644-HIGHLANDER-Men-Teal-Slim-Fit-Solid-Joggers-5491527160540183-1.jpg",Slim Fit,Casual,HIGHLANDER,Solid,Cotton,Regular
,trousers,1499,Beige,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8473833/2019/1/24/1d118cb7-7cb9-426b-bf33-af4fe36789931548334596329-Louis-Philippe-Sport-Men-Beige-Slim-Fit-Self-Design-Regular--1.jpg",Slim Fit,Casual,Louis Philippe Sport,Solid,Viscose Rayon,Regular
,trousers,5999,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8509461/2019/2/4/2885df94-a9a7-460e-a545-0bc41af9eb821549261184762-Calvin-Klein-Jeans-Men-Trousers-4561549261183562-1.jpg",Regular Fit,Casual,Calvin Klein Jeans,Solid,Viscose Rayon,Regular
,trousers,849,Charcoal,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/6832515/2018/11/22/afacfffb-389d-410b-925c-59f498d55bd71542871567226-WROGN-Men-Charcoal-Grey-Jogger-Trousers-4001542871566919-1.jpg",Regular Fit,Casual,WROGN,Solid,,Regular
,trousers,2399,Beige,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8583331/2019/2/4/a0badf6c-b538-43ed-93fc-c87183806e211549261874674-Allen-Solly-Men-Trousers-7701549261873606-1.jpg",Slim Fit,Casual,Allen Solly,Textured,Viscose Rayon,Regular
,trousers,779,Beige,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7177147/2018/8/17/68c9d810-5795-454d-b945-291f4fcbc39d1534487638944-a-1551534487638763-1.jpg",Slim Fit,Casual,Red Tape,Solid,Cotton,Regular
,trousers,1199,Green,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2291759/2019/1/9/f9ca21e5-5e32-4305-81fe-6e230204e4d21547014462067-Roadster-Men-Green-Regular-Fit-Printed-Joggers-3015470144609-1.jpg",Regular Fit,Casual,Roadster,Geometric,Viscose Rayon,Regular
,trousers,799,White,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2192715/2017/12/5/11512469325073-HIGHLANDER-Men-White-Slim-Fit-Solid-Chinos-5911512469324864-1.jpg",Slim Fit,Casual,HIGHLANDER,Solid,Cotton,Regular
,trousers,1199,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2291337/2018/10/10/a39913ef-91b3-4fba-aa0e-3c070d5eeecd1539159382914-Roadster-Men-Grey-Slim-Fit-Solid-Joggers-3891539159381573-1.jpg",Slim Fit,Casual,Roadster,Solid,Viscose Rayon,Regular
,trousers,899,White,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/6817877/2018/11/12/765e969b-b6e5-4243-96a8-b1049a2e965f1542015786916-Roadster-Men-White-Regular-Fit-Solid-Chinos-9201542015786778-1.jpg",Regular Fit,Casual,Roadster,Solid,Viscose Rayon,Regular
,trousers,799,Brown,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2119007/2017/11/27/11511776061131-Roadster-Men-Brown-Regular-Fit-Solid-Chinos-3941511776060943-1.jpg",Slim Fit,Casual,Roadster,Solid,Viscose Rayon,Regular
,trousers,999,Charcoal,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/6832538/2018/11/22/de53bd62-5d4e-4995-8918-d29ba8607a931542871586585-WROGN-Men-Charcoal-Grey-JoggerTrousers-1061542871586468-1.jpg",Regular Fit,Casual,WROGN,Solid,Polyester,Regular
,trousers,5999,Blue,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8509621/2019/2/4/e312b9fa-23ed-488a-ae4d-8daf72018b151549261258417-Calvin-Klein-Jeans-Men-Trousers-9461549261257148-1.jpg",Regular Fit,Casual,Calvin Klein Jeans,Solid,Viscose Rayon,Regular
,trousers,1049,Khaki,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1966990/2018/4/23/11524480696405-US-Polo-Assn-Men-Khaki-Slim-Fit-Solid-Chinos-9971524480696200-1.jpg",Slim Fit,Casual,U.S. Polo Assn.,Solid,Cotton,Regular
,trousers,5999,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/4331336/2018/3/23/11521785208530-na-2221521785208350-1.jpg",Slim Fit,Casual,Nautica,Solid,Cotton,Regular
,trousers,659,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1847847/2019/1/22/281cdd5d-0268-459d-8daa-30cde24c887c1548133534283-Black-Coffee-Grey-Sharp-Fit-Formal-Trousers-3711548133532681-1.jpg",Slim Fit,Formal,Black coffee,Solid,Linen,Regular
,trousers,1889,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2276928/2018/1/30/11517289953145-INVICTUS-Men-Black-Slim-Fit-Solid-Formal-Trousers-1521517289953034-1.jpg",Slim Fit,Formal,INVICTUS,Solid,Cotton,Regular
,trousers,1499,Beige,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8473833/2019/1/24/1d118cb7-7cb9-426b-bf33-af4fe36789931548334596329-Louis-Philippe-Sport-Men-Beige-Slim-Fit-Self-Design-Regular--1.jpg",Slim Fit,Casual,Louis Philippe Sport,Solid,Viscose Rayon,Regular
,trousers,1539,Navy,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7149910/2018/9/27/fc278704-cd7b-412e-9d66-ce02794dddd71538045091798-INVICTUS-Men-Navy-Blue-Slim-Fit-Checked-Formal-Trousers-1101-1.jpg",Slim Fit,Formal,INVICTUS,Checked,Polyester,Regular
,trousers,949,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8395569/2019/1/25/41558798-8c70-431b-a821-553f3b3d222d1548419479346-Allen-Solly-Men-Black-Smart-Slim-Fit-Solid-Regular-Trousers--1.jpg",Slim Fit,Casual,Allen Solly,Textured,Viscose Rayon,Regular
,trousers,1199,Green,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2291759/2019/1/9/f9ca21e5-5e32-4305-81fe-6e230204e4d21547014462067-Roadster-Men-Green-Regular-Fit-Printed-Joggers-3015470144609-1.jpg",Regular Fit,Casual,Roadster,Geometric,Viscose Rayon,Regular
,trousers,699,Navy,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2401345/2018/2/7/11517998984481-HIGHLANDER-Men-Navy-Blue-Slim-Fit-Solid-Trousers-8531517998984284-1.jpg",Slim Fit,Casual,HIGHLANDER,Solid,Cotton,Regular
,trousers,1710,Tan,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/1900041/2017/5/12/11494571175804-next-Men-Trousers-1431494571175761-1.jpg",Regular Fit,Casual,next,Solid,Cotton,Regular
,track-pants,5999,Blue,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8509621/2019/2/4/e312b9fa-23ed-488a-ae4d-8daf72018b151549261258417-Calvin-Klein-Jeans-Men-Trousers-9461549261257148-1.jpg",Regular Fit,Casual,Calvin Klein Jeans,Solid,Viscose Rayon,Regular
,track-pants,599,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1270785/2016/12/22/11482381092250-ether-Black-Jogger-Track-Pants-9131482381091943-1.jpg",Regular Fit,Casual,ether,Solid,Viscose Rayon,Regular
,trousers,779,Brown,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7415040/2018/9/17/e74e02f2-370e-46fa-ab0e-e01ce4d7593a1537169987665-a-6091537169987468-1.jpg",Slim Fit,Casual,Red Tape,Solid,Cotton,Regular
,trousers,494,Charcoal,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1847798/2019/1/22/271add01-5be3-4f38-ad70-89993f1e1c451548139683974-Black-Coffee-Charcoal-Grey-Sharp-Fit-Formal-Trousers-6791548-1.jpg",Slim Fit,Formal,Black coffee,Solid,Linen,Regular
,trousers,799,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/3077245/2018/10/12/bca4d601-77c5-48a0-ba4f-fcb72d15f8261539345351366-HIGHLANDER-Men-Grey-Slim-Fit-Solid-Chinos-8651539345350111-1.jpg",Slim Fit,Casual,HIGHLANDER,Solid,Viscose Rayon,Regular
,trousers,774,Maroon,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/3881085/2018/4/3/11522743450538-HIGHLANDER-Men-Maroon-Tapered-Fit-Solid-Cropped-Chinos-8721522743450356-1.jpg",Tapered Fit,Casual,HIGHLANDER,Solid,Viscose Rayon,Cropped
,trousers,1049,Charcoal,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7250465/2018/12/11/1cd658fa-6a5c-4865-9441-efdc5fdfaa2b1544520315745-Roadster-Men-Charcoal-Regular-Fit-Solid-Chinos-7571544520312-1.jpg",Regular Fit,Casual,Roadster,Solid,Cotton,Regular
,trousers,7999,Navy,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8516733/2019/2/1/731afa05-3f6c-46a9-ae8b-589b65c9d0971549014172294-Calvin-Klein-Jeans-Men-Navy-Blue-Slim-Fit-Solid-Chinos-87115-1.jpg",Slim Fit,Casual,Calvin Klein Jeans,Solid,Viscose Rayon,Regular
,trousers,2199,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8295411/2019/2/1/2d647d70-e956-47d4-989b-cff4b5fa6a861549008353907-Louis-Philippe-Sport-Men-Black-Slim-Fit-Solid-Regular-Trouse-1.jpg",Slim Fit,Casual,Louis Philippe Sport,Solid,Viscose Rayon,Regular
,trousers,1799,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8463389/2019/2/6/7792b80c-f78c-4bd1-b81b-4c10d79133d91549450486764-Flying-Machine-Men-Black-Super-Slim-Fit-Solid-Chinos-8461549-1.jpg",Slim Fit,Casual,Flying Machine,Solid,Viscose Rayon,Regular
,trousers,779,Navy,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7177082/2018/8/17/f36bb759-9b28-4513-beb5-fcdc1c13be401534487496843-a-7301534487496559-1.jpg",Slim Fit,Casual,Red Tape,Solid,Cotton,Regular
,trousers,779,Navy,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2363522/2018/4/14/11523690847723-Roadster-Men-Navy-Blue-Regular-Fit-Solid-Chinos-7681523690847515-1.jpg",Regular Fit,Casual,Roadster,Solid,Cotton,Regular
,trousers,1379,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1829924/2018/4/24/11524549018625-HRX-by-Hrithik-Roshan-Men-Black-Solid-Joggers-121524549018438-1.jpg",Regular Fit,Casual,HRX by Hrithik Roshan,Solid,Viscose Rayon,Regular
,trousers,899,White,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/6817877/2018/11/12/765e969b-b6e5-4243-96a8-b1049a2e965f1542015786916-Roadster-Men-White-Regular-Fit-Solid-Chinos-9201542015786778-1.jpg",Regular Fit,Casual,Roadster,Solid,Viscose Rayon,Regular
,trousers,824,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2343635/2018/2/7/11517998968905-HIGHLANDER-Men-Black-Slim-Fit-Solid-Joggers-7771517998968659-1.jpg",Slim Fit,Casual,HIGHLANDER,Solid,Cotton,Regular
,trousers,1149,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7113517/2018/12/6/41990c63-544b-4d6e-b7eb-0c11fc5cb5401544074865488-Mast--Harbour-Men-Grey-Regular-Fit-Solid-Cargos-587154407486-1.jpg",Regular Fit,Casual,Mast & Harbour,Solid,Viscose Rayon,Regular
,trousers,699,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1380186/2018/3/27/11522151650249-Highlander-Black-Casual-Trousers-221522151650038-1.jpg",Regular Fit,Casual,HIGHLANDER,Solid,Cotton,Regular
,trousers,999,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1999913/2018/12/11/cdf3c803-4d41-43b4-a11d-87327b9602671544527333734-HERENOW-Men-Grey-Slim-Fit-Solid-Cropped-Regular-Trousers-882-1.jpg",Slim Fit,Casual,HERE&NOW,Solid,Viscose Rayon,Cropped
,trousers,749,Beige,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2018/12/7/86b702c1-b89a-4a61-b678-2a7cbc01339a1544187665818-1.jpg",Slim Fit,Casual,Red Tape,Solid,Viscose Rayon,Regular
,trousers,1199,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2291340/2018/10/10/b899a6b0-0a56-4a10-9949-61ef669c300f1539154888198-Roadster-Men-Black-Slim-Fit-Solid-Joggers-551539154886493-1.jpg",Slim Fit,Casual,Roadster,Solid,Viscose Rayon,Regular
,trousers,1214,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1780579/2017/3/9/11489038553859-United-Colors-of-Benetton-Men-Black-Slim-Fit-Chino-Trousers-241489038553599-1.jpg",Slim Fit,Casual,United Colors of Benetton,Solid,Viscose Rayon,Regular
,trousers,1049,Navy,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2290971/2018/4/12/11523513268633-Roadster-Men-Navy-Blue-Slim-Fit-Solid-Chinos-3301523513268378-1.jpg",Slim Fit,Casual,Roadster,Solid,Viscose Rayon,Regular
,trousers,659,A,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1728500/2017/1/19/11484806900096-Black-coffee-Men-Trousers-781484806899864-1.jpg",Regular Fit,Formal,Black coffee,Solid,Linen,Regular
,trousers,679,Khaki,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/4110779/2018/8/7/ce14b422-fd91-41ed-ac4c-80b205b193001533625898559-Mast--Harbour-Men-Trousers-6321533625898456-1.jpg",Slim Fit,Casual,Mast & Harbour,Solid,Cotton,Regular
,trousers,2499,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8583349/2019/2/4/0e255270-35b9-457c-b4c4-368f231515fd1549259880796-Allen-Solly-Men-Trousers-5351549259879276-1.jpg",Slim Fit,Casual,Allen Solly,Solid,Polyester,Cropped
,trousers,4183,Elevate,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/1/30/8d71b9ab-b64f-4c87-b018-ffcdf6035bc21548845119982-1.jpg",Regular Fit,Formal,next,Checked,Other,Regular
,trousers,1214,Khaki,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1780585/2017/3/9/11489036520847-United-Colors-of-Benetton-Men-Mustard-Yellow-Slim-Chino-Trousers-5521489036520569-1.jpg",Slim Fit,Casual,United Colors of Benetton,Solid,Viscose Rayon,Regular
,trousers,1559,Navy,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/1/24/c70d2a7d-7921-454a-b175-6de8bd03951f1548321107544-1.jpg",Regular Fit,Casual,Taanz,Solid,Cotton,Regular
,trousers,494,Olive,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1870681/2019/1/22/0a03a4fd-6fdd-42b5-ad8e-b1899b1db3ab1548139592277-Black-Coffee-Men-Olive-Green-Formal-Trousers-253154813959083-1.jpg",Regular Fit,Formal,Black coffee,Solid,Linen,Regular
,trousers,799,Dark,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2119003/2018/12/18/bd0b71d8-4317-48b0-bb9b-0584f28babb71545118100147-Roadster-Men-Black-Slim-Fit-Solid-Chinos-5431545118099057-1.jpg",Slim Fit,Casual,Roadster,Solid,Viscose Rayon,Regular
,trousers,1999,Blue,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7185560/2019/1/22/b8a2de6a-aa89-4358-942b-1b75882ac9041548156959329-Roadster-Men-Blue-Regular-Fit-Solid-Cargos-5201548156957583-1.jpg",Regular Fit,Casual,Roadster,Solid,Viscose Rayon,Regular
,trousers,879,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7149919/2018/9/27/68b78ee2-88f1-4700-87fa-2ceb40a292661538045112439-INVICTUS-Men-Black-Slim-Fit-Solid-Formal-Trousers-3491538045-1.jpg",Slim Fit,Formal,INVICTUS,Textured,Polyester,Regular
,trousers,779,Navy,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7415034/2018/9/17/34592d65-8cd7-453e-ae87-0156bcaf13611537169967287-a-521537169967092-1.jpg",Slim Fit,Casual,Red Tape,Solid,Cotton,Regular
,trousers,799,Green,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2167355/2017/11/30/11512040680773-Roadster-Men-Green-Regular-Fit-Solid-Chinos-6091512040680553-1.jpg",Slim Fit,Casual,Roadster,Solid,Cotton,Regular
,trousers,1799,Blue,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7611213/2018/10/12/9cd12f35-dac9-43d0-a821-08c3704465a11539325022275-na-2601539325022071-1.jpg",Slim Fit,Formal,Van Heusen,Solid,Polyester,Regular
,trousers,1049,Brown,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2290974/2018/4/12/11523513350986-Roadster-Men-Brown-Slim-Fit-Solid-Chinos-9521523513350756-1.jpg",Slim Fit,Casual,Roadster,Solid,Viscose Rayon,Regular
,trousers,1499,Coffee,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8676631/2019/2/6/322d4ced-28d5-472a-86b2-93a46595aa141549453489743-MR-BUTTON-Men-Trousers-7541549453488680-1.jpg",Slim Fit,Casual,MR BUTTON,Solid,Cotton,Regular
,trousers,774,Green,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/6743832/2018/10/12/6a3b9274-3d04-419a-97b7-03067534d7ed1539334986792-HIGHLANDER-Men-Green-Tapered-Fit-Solid-Chinos-57515393349854-1.jpg",Tapered Fit,Casual,HIGHLANDER,Solid,Cotton,Regular
,trousers,849,Olive,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/6812995/2018/10/12/7c803570-0c4f-4c23-b207-af830964f2c81539345763678-HIGHLANDER-Men-Olive-Green-Slim-Fit-Printed-Joggers-15515393-1.jpg",Slim Fit,Casual,HIGHLANDER,Camouflage,Cotton,Regular
,trousers,849,Beige,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8395571/2019/1/25/ea99a984-2915-4557-85c9-f1e4288b00771548417915088-Allen-Solly-Men-Beige-Smart-Slim-Fit-Solid-Regular-Trousers--1.jpg",Slim Fit,Casual,Allen Solly,Solid,Viscose Rayon,Regular
,trousers,1799,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8463421/2019/2/6/491bf6d2-1b5e-4428-8e8b-982adcc3d3931549450507731-Flying-Machine-Men-Grey-Super-Slim-Fit-Solid-Chinos-62115494-1.jpg",Slim Fit,Casual,Flying Machine,Solid,Viscose Rayon,Regular
,trousers,679,Beige,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/4110852/2018/8/7/871b8141-9533-4c32-bc39-0dc9d15919a31533627045977-Mast--Harbour-Men-Trousers-9771533627045808-1.jpg",Slim Fit,Casual,Mast & Harbour,Solid,Cotton,Regular
,trousers,824,Olive,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/5125964/2018/10/12/0c08675b-1a68-47b1-bf5c-262f2299b1471539334998191-HIGHLANDER-Men-Olive-Green-Slim-Fit-Solid-Joggers-7191539334-1.jpg",Slim Fit,Casual,HIGHLANDER,Solid,Viscose Rayon,Regular
,trousers,1609,Navy,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7113508/2018/12/6/97e8cb4e-9f6a-47f7-ac95-d423eb48193e1544074852890-Mast--Harbour-Men-Navy-Blue-Regular-Fit-Solid-Cargos-6561544-1.jpg",Regular Fit,Casual,Mast & Harbour,Solid,Viscose Rayon,Regular
,trousers,5999,Olive,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7158529/2018/11/15/9f973a47-a627-43f5-af6e-544908cefc8d1542285178401-Calvin-Klein-Jeans-Men-Trousers-6231542285178186-1.jpg",Regular Fit,Casual,Calvin Klein Jeans,Solid,Viscose Rayon,Regular
,trousers,1374,Khaki,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2364770/2018/6/14/0a394444-7f33-4826-998c-5a9488ff393a1528981733685-US-Polo-Assn-Men-Khaki-Regular-Fit-Solid-Regular-Trousers-86-1.jpg",Regular Fit,Casual,U.S. Polo Assn.,Solid,Cotton,Regular
,trousers,799,Black,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7432473/2018/9/19/71b59e3a-b42c-4ef7-bfbf-f433f047e7441537349223851-hangup-trend-solid-mens-trousers-1291537349223665-1.jpg",Regular Fit,Formal,hangup trend,Solid,,Regular
,trousers,1039,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7149913/2018/9/27/b2d4a09b-2f19-4376-a642-c32a00ba77e71538045103524-INVICTUS-Men-Black-Slim-Fit-Self-Design-Formal-Trousers-8031-1.jpg",Slim Fit,Formal,INVICTUS,Textured,Polyester,Regular
,trousers,1519,Navy,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/1/24/73903c11-2d55-480a-887a-b353596c41b51548319608215-1.jpg",Regular Fit,Casual,Taanz,Solid,Cotton,Regular
,trousers,999,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7204194/2018/11/19/8870dbec-08f1-4c4f-8016-26f112b673281542627206263-Roadster-Men-Trousers-3811542627205979-1.jpg",Regular Fit,Casual,Roadster,Solid,Cotton,Cropped
,trousers,1329,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/6957786/2018/11/28/3ed60685-b984-4d2d-a33f-be5bbf6c348a1543383182340-Roadster-Men-Grey-Regular-Fit-Solid-Chinos-2521543383179933-1.jpg",Regular Fit,Casual,Roadster,Solid,Viscose Rayon,Cropped
,trousers,2799,Navy,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8295045/2019/2/1/d190c9c2-6fc5-4d18-bad4-98e7277358ec1549006447815-Louis-Philippe-Sport-Men-Navy-Blue-Slim-Fit-Self-Design-Regu-1.jpg",Slim Fit,Casual,Louis Philippe Sport,Textured,Viscose Rayon,Regular
,trousers,849,Olive,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/6812995/2018/10/12/7c803570-0c4f-4c23-b207-af830964f2c81539345763678-HIGHLANDER-Men-Olive-Green-Slim-Fit-Printed-Joggers-15515393-1.jpg",Slim Fit,Casual,HIGHLANDER,Camouflage,Cotton,Regular
,trousers,824,Navy,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2343639/2018/2/7/11518001377895-HIGHLANDER-Men-Navy-Blue-Slim-Fit-Solid-Joggers-1181518001377721-1.jpg",Slim Fit,Casual,HIGHLANDER,Solid,Cotton,Regular
,trousers,899,Off-White,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7812403/2018/12/3/1541d443-ebd4-4dcf-ad44-ee875a464bc91543838708444-Allen-Solly-Men-Off-White-Smart-Slim-Fit-Solid-Regular-Trousers-2301543838707332-1.jpg",Slim Fit,Casual,Allen Solly,Solid,Viscose Rayon,Regular
,trousers,2499,Charcoal,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8295185/2019/2/15/03840201-327d-45a9-a154-17be89e44ad41550231033849-Louis-Philippe-Men-Charcoal-Slim-Fit-Checked-Formal-Trousers-1.jpg",Slim Fit,Formal,Louis Philippe,Checked,Linen,Regular
,trousers,659,Grey,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1847849/2019/1/22/70679256-4780-4d4e-9e3d-37badbe8dc801548133684837-Black-Coffee-Grey-Formal-Trousers-6901548133683776-1.jpg",Regular Fit,Formal,Black coffee,Solid,Linen,Regular
,trousers,924,Green,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2235411/2017/11/27/11511780653364-Hubberholme-Men-Green-Slim-Fit-Solid-Chinos-6851511780653199-1.jpg",Slim Fit,Casual,Hubberholme,Solid,Viscose Rayon,Regular
